design_range_nm,spec_energy_whkg,converged,run_id,objective_value,MTOW_kg,MTOW_lb,fuel_burn_kg,fuel_burn_lb,fuel_mileage_lb_per_nmi,W_battery_kg,S_ref_m2,cruise_hybridization,climb_hybridization,descent_hybridization,electric_percent,engine_rating_hp,motor_rating_hp,generator_rating_hp,MTOW_margin_lb,rotate_range_ft,Vstall_kn,SOC_final,doc_per_nmi,wall_time_s,error,start_name,starts_tried
550.0,550.0,True,run-20260503T212549-bede7b74,317.327992799119,5699.999999999985,12566.333999999966,260.3279927991192,573.924299484794,1.0434987263359892,1430.824707698537,34.03668610390582,0.576572357839958,0.686279677124808,0.0235725911481518,57.6572357839958,435.5722636046417,652.4727598268366,422.5050956963592,1.903214979392942e-06,1357.000000388737,41.99999999944886,-3.055186438040424e-09,,167.52108397701522,,low,"low=OK(317.328),high=X(317.328)"
550.0,600.0,True,run-20260503T212837-803acff1,277.4440421889557,5700.0,12566.334,220.4440421889557,485.9953442906155,0.88362789871021,1491.1612309280658,34.036686104862824,0.6417641219749813,0.7344731570955051,0.175537534261062,64.17641219749814,368.659990421792,652.4727599111899,357.6001907602472,7.98488144937437e-06,1356.9999994829473,41.99999999885846,-3.1225662389111626e-08,,143.0475325229927,,low,"low=OK(277.444),high=OK(277.444)"
550.0,650.0,True,run-20260503T213226-83197aac,233.9085226772372,5699.99999999998,12566.333999999955,176.90852267723733,390.01606726469095,0.7091201222994381,1557.416956429149,34.036686102957646,0.7127949118317456,0.7870274628189959,0.3404553300362425,71.27949118317456,295.6930875745374,652.4727598710786,286.82229494736555,6.971960829105228e-06,1357.0000000033724,42.00000000003385,-8.456398081779781e-09,,106.51981812901796,,high,"low=OK(233.909),high=OK(233.909)"
550.0,700.0,True,run-20260503T213413-06f68ff2,186.04764940398576,5700.0,12566.334,129.04764940398576,284.50102882901507,0.5172745978709364,1630.9314763657767,34.036686102981335,0.7907126655450263,0.8447914411014659,0.5205573710876108,79.07126655450263,215.57756786796995,652.4727598710812,209.11024083196187,6.982179002079647e-06,1357.00000000192,42.000000000019305,-7.512493543915255e-09,,148.65443070599576,,high,"low=OK(186.048),high=OK(186.048)"
550.0,750.0,True,run-20260503T213622-9ce44e6f,132.7759627800138,5699.999999999988,12566.333999999972,75.77596278001391,167.05720306407426,0.3037403692074077,1714.1722043601474,34.03668610741832,0.8772350616795965,0.9090313968631863,0.7195390178860007,87.72350616795966,126.52337154030047,652.472759719027,122.72767045037465,-4.893418918072712e-06,1357.0000012533328,41.999999997281726,-1.543045950735955e-08,,165.05006699101068,,low,"high=X(-1500998711.399),low=OK(132.776)"
550.0,800.0,True,run-20260503T213904-cf10bdbd,70.73656944362645,5699.99999999995,12566.333999999888,13.736569443626944,30.28391572680883,0.0550616649578342,1816.6670821412624,34.03668610300588,0.9777725687604149,0.9835451380925194,0.949385921886145,97.77725687604148,22.92238480364525,652.4727598710796,22.23471325953664,1.0498752089915797e-07,1357.000000000357,42.00000000000398,-8.843759058407841e-11,,224.2470935889869,,low,"high=OK(70.737),low=OK(70.737)"
600.0,250.0,True,run-20260503T214148-da8ec38b,475.46166665667647,4199.163359193312,9257.55952494476,433.47003306474335,955.6367042951944,1.592727840491991,143.69340682742856,25.07466757056996,0.001,0.1200277682760505,0.01,0.1,908.4821173019404,481.7399993869468,881.2276533081746,-7.711969374213369e-08,1357.0000000138805,41.99999999998327,-3.70187359932661e-10,,260.81035797199,,low,"high=OK(475.462),low=OK(475.462)"
600.0,300.0,True,run-20260503T214459-d85917a0,470.15461687805896,4173.842461400257,9201.736567252234,428.4161922640564,944.494905789184,1.5741581763153063,142.83496699517164,24.923467667054023,0.001,0.1507047752050365,0.01,0.1,871.6845248585046,478.8620532667467,845.533989112695,3.046204710699385e-07,1357.0000002033546,41.99999999998496,-4.8708990799117835e-09,,160.90440483699786,,low,"low=OK(470.155),high=OK(470.155)"
600.0,350.0,True,run-20260503T214740-aa7a9a18,463.4052479593471,4197.7735297181225,9254.495479087169,421.4275126621659,929.087522965264,1.5484792049421068,196.783802583546,25.066368414676468,0.001000000057292,0.2607266133071145,0.0100000000098047,0.1000000057292081,762.9799079804617,481.5820187839937,740.0905107425117,-2.132740519300569e-06,1356.9999975599,41.99999999983762,-1.5410848520913678e-08,,203.97322443698067,,low,"low=OK(463.405),high=X(nan)"
600.0,400.0,True,run-20260503T215834-308e4b6c,457.8571516102525,4144.709529680123,9137.509523323391,416.41005631345126,918.0259383497608,1.5300432305829348,169.90923778684046,24.74950478068252,0.001,0.2604620862893954,0.010000000000029,0.1,753.8963469529259,475.5514246535,731.2794565432114,2.051820047199726e-09,1357.0000000083594,41.99999999999957,-7.362270515454128e-12,,201.702723497001,,high,"low=X(nan),high=OK(457.857)"
600.0,450.0,True,run-20260503T220156-5e379b91,453.1950361114097,4709.4921047688695,10382.640484015545,406.100115063721,895.2964356717806,1.4921607261196344,558.2284759620546,28.1220183288848,0.1588123012988407,0.3783445004804373,0.0100000000010147,15.881230129884068,717.2691298461928,539.8723259871381,695.7510559492059,9.6956682682503e-09,1357.0000000016798,41.99999999999881,-4.9042056006476376e-11,,325.3661540549947,,high,"low=OK(453.195),high=OK(453.195)"
600.0,500.0,True,run-20260503T220317-2e869795,422.3448527104583,5700.0,12566.334,365.3448527104583,805.4465691825304,1.3424109486375506,1274.6096196200283,34.03668610315636,0.4094513815932785,0.5629107108062076,0.0100000018557477,40.94513815932785,606.858905842574,652.4727598763485,588.6531386673462,1.0783952802739805e-05,1356.999999938239,41.99999999991132,-2.097108057043731e-08,,183.62491787597537,,low,"low=OK(422.345),high=OK(422.345)"
