design_range_nm,spec_energy_whkg,fuel_mileage_lb_per_nmi,fuel_mileage_lb_per_nmi_halfwidth,fuel_mileage_lb_per_nmi_colour_err,doc_per_nmi,doc_per_nmi_halfwidth,doc_per_nmi_colour_err,electric_percent,electric_percent_halfwidth,electric_percent_colour_err,MTOW_lb,MTOW_lb_halfwidth,MTOW_lb_colour_err
725.0,500.0,1.65009,0.041838,0.0,0.707622,0.002035,1.73,5.277303,0.290722,1.41,9728.747479,13.810789,1.0
725.0,550.0,1.551472,0.044826,0.0,0.738149,0.002035,0.0,30.279374,0.290722,1.0,12573.769939,13.810789,0.0
725.0,600.0,1.449867,0.044826,0.0,0.709657,0.002035,1.73,33.768035,0.290722,1.41,12573.769939,13.810789,0.0
725.0,650.0,1.348261,0.044826,0.0,0.677095,0.002035,1.0,38.419583,0.290722,0.0,12573.769939,13.810789,0.0
725.0,700.0,1.249643,0.041838,0.0,0.644532,0.002035,1.0,43.652575,0.290722,1.0,12573.769939,13.810789,0.0
725.0,750.0,1.151026,0.044826,0.0,0.605864,0.002035,1.0,48.304123,0.290722,1.0,12573.769939,13.810789,0.0
725.0,800.0,1.04942,0.044826,0.0,0.565161,0.002035,0.0,53.827836,0.290722,1.0,12573.769939,13.810789,0.0
750.0,250.0,1.65009,0.041838,0.0,0.721868,0.002035,1.41,2.079364,0.290722,1.0,9853.044577,13.810789,0.0
750.0,300.0,1.65009,0.041838,0.0,0.713728,0.002035,1.0,2.951529,0.290722,0.0,9825.423,13.810789,0.0
750.0,350.0,1.65009,0.041838,0.0,0.709657,0.002035,1.73,2.951529,0.290722,1.41,9825.423,13.810789,1.0
750.0,400.0,1.65009,0.041838,0.0,0.707622,0.002035,1.73,3.823695,0.290722,0.0,9783.990634,13.810789,0.0
750.0,450.0,1.65009,0.041838,0.0,0.701517,0.002035,1.0,4.405138,0.290722,1.0,9770.179845,13.810789,1.0
750.0,500.0,1.65009,0.041838,0.0,0.695411,0.002035,1.0,4.69586,0.290722,1.0,9728.747479,13.810789,1.0
750.0,550.0,1.551472,0.044826,0.0,0.695411,0.002035,1.0,7.893799,0.290722,0.0,9963.530886,13.810789,1.0
750.0,600.0,1.449867,0.044826,0.0,0.721868,0.002035,1.41,31.732983,0.290722,1.41,12573.769939,13.810789,0.0
750.0,650.0,1.449867,0.044826,13.0,0.691341,0.002035,1.41,35.221644,0.290722,0.0,12573.769939,13.810789,0.0
750.0,700.0,1.348261,0.044826,0.0,0.660814,0.002035,1.0,40.454636,0.290722,0.0,12573.769939,13.810789,0.0
750.0,750.0,1.249643,0.041838,7.0,0.622146,0.002035,1.0,45.106184,0.290722,1.41,12573.769939,13.810789,0.0
750.0,800.0,1.151026,0.044826,5.0,0.585513,0.002035,1.0,50.048454,0.290722,1.41,12573.769939,13.810789,0.0
775.0,250.0,1.65009,0.041838,0.0,0.727974,0.002035,1.0,2.079364,0.290722,1.41,9963.530886,13.810789,1.0
775.0,300.0,1.65009,0.041838,0.0,0.721868,0.002035,1.41,2.951529,0.290722,0.0,9935.909309,13.810789,1.0
775.0,350.0,1.65009,0.041838,0.0,0.713728,0.002035,1.0,2.951529,0.290722,1.41,9922.09852,13.810789,0.0
775.0,400.0,1.65009,0.041838,0.0,0.709657,0.002035,1.73,3.532973,0.290722,1.0,9922.09852,13.810789,1.0
775.0,450.0,1.65009,0.041838,0.0,0.707622,0.002035,1.73,4.405138,0.290722,1.0,9853.044577,13.810789,0.0
775.0,500.0,1.65009,0.041838,0.0,0.701517,0.002035,1.0,4.69586,0.290722,1.0,9853.044577,13.810789,1.0
775.0,550.0,1.65009,0.041838,0.0,0.695411,0.002035,1.0,5.277303,0.290722,1.41,9825.423,13.810789,0.0
775.0,600.0,1.551472,0.044826,0.0,0.732044,0.002035,1.41,29.407209,0.290722,1.41,12573.769939,13.810789,0.0
775.0,650.0,1.449867,0.044826,0.0,0.705587,0.002035,1.41,32.89587,0.290722,1.41,12573.769939,13.810789,0.0
775.0,700.0,1.348261,0.044826,0.0,0.673024,0.002035,1.0,37.256696,0.290722,0.0,12573.769939,13.810789,0.0
775.0,750.0,1.249643,0.041838,0.0,0.644532,0.002035,1.0,41.326801,0.290722,1.0,12573.769939,13.810789,0.0
775.0,800.0,1.151026,0.044826,0.0,0.6079,0.002035,1.0,46.559793,0.290722,1.0,12573.769939,13.810789,0.0
800.0,250.0,1.748707,0.044826,0.0,0.730009,0.002035,1.41,2.079364,0.290722,1.41,10074.017195,13.810789,0.0
800.0,300.0,1.65009,0.041838,0.0,0.727974,0.002035,1.0,2.951529,0.290722,0.0,10032.584829,13.810789,1.0
800.0,350.0,1.65009,0.041838,0.0,0.721868,0.002035,1.41,2.951529,0.290722,1.41,10004.963252,13.810789,0.0
800.0,400.0,1.65009,0.041838,0.0,0.713728,0.002035,1.0,3.532973,0.290722,1.0,10004.963252,13.810789,1.0
800.0,450.0,1.65009,0.041838,0.0,0.711692,0.002035,2.0,3.823695,0.290722,0.0,9963.530886,13.810789,1.0
800.0,500.0,1.65009,0.041838,0.0,0.717798,0.002035,1.41,4.69586,0.290722,1.0,10032.584829,13.810789,1.0
800.0,550.0,1.65009,0.041838,0.0,0.701517,0.002035,1.0,5.277303,0.290722,1.41,9935.909309,13.810789,1.0
800.0,600.0,1.551472,0.044826,0.0,0.744255,0.002035,1.41,26.790713,0.290722,0.0,12532.337573,13.810789,1.41
800.0,650.0,1.449867,0.044826,0.0,0.713728,0.002035,1.0,31.15154,0.290722,1.0,12573.769939,13.810789,0.0
800.0,700.0,1.449867,0.044826,0.0,0.689306,0.002035,0.0,34.349479,0.290722,1.0,12573.769939,13.810789,0.0
800.0,750.0,1.348261,0.044826,0.0,0.660814,0.002035,1.0,39.001027,0.290722,1.0,12573.769939,13.810789,0.0
800.0,800.0,1.249643,0.041838,0.0,0.624181,0.002035,1.0,43.652575,0.290722,1.0,12573.769939,13.810789,0.0
